,id,name,path,tagline,about,url,website_url,twitter_url,facebook_url,linkedin_url,google_url,crunchbase_url,angellist_url,playmarket_app_id,appstore_app_id,images,employees,employees_latest,industries,sub_industries,corporate_industries,service_industries,technologies,income_streams,growth_stage,traffic_summary,hq_locations,tg_locations,client_focus,revenues,tags,ownerships,payments,achievements,delivery_method,launch_year,launch_month,has_strong_founder,has_super_founder,total_funding,total_funding_source,last_funding,last_funding_source,company_status,last_updated,last_updated_utc,facebook_likes_chart,alexa_rank_chart,twitter_tweets_chart,twitter_followers_chart,twitter_favorites_chart,employees_chart,similarweb_3_months_growth_unique,similarweb_3_months_growth_percentile,similarweb_3_months_growth_relative,similarweb_3_months_growth_delta,similarweb_6_months_growth_unique,similarweb_6_months_growth_percentile,similarweb_6_months_growth_relative,similarweb_6_months_growth_delta,similarweb_12_months_growth_unique,similarweb_12_months_growth_percentile,similarweb_12_months_growth_relative,similarweb_12_months_growth_delta,app_3_months_growth_unique,app_3_months_growth_percentile,app_3_months_growth_relative,app_6_months_growth_unique,app_6_months_growth_percentile,app_6_months_growth_relative,app_12_months_growth_unique,app_12_months_growth_percentile,app_12_months_growth_relative,employee_3_months_growth_unique,employee_3_months_growth_percentile,employee_3_months_growth_relative,employee_3_months_growth_delta,employee_6_months_growth_unique,employee_6_months_growth_percentile,employee_6_months_growth_relative,employee_6_months_growth_delta,employee_12_months_growth_unique,employee_12_months_growth_percentile,employee_12_months_growth_relative,employee_12_months_growth_delta,kpi_summary,team,investors,fundings,traffic,similarweb_chart,job_openings,deep_or_not,target,launch_year_clean,growth_stage_imputed
180,1482759,Gen.Orph,gen_orph,GenOrph focuses its efforts on providing patients and the international medical community,"Gen.Orph focuses its efforts on providing patients and the international medical community with efficient and affordable orphan drugs for the treatment of certain rare diseases, drugs that have been abandoned by the industry but retain attractive medical and economic potential, as well as innovative and / or classic drugs for frequent diseases@Health Care;Medical",https://app.dealroom.co/companies/gen_orph,http://gen-orph.com,,,,,https://www.crunchbase.com/organization/gen-orph,,,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/8b/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNS8xNC8zNmI4MjQ0ZmEyZTU0NjhkYzM1NWEwNDJlNzliNThlOQ==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/7a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNS8xNC8zNmI4MjQ0ZmEyZTU0NjhkYzM1NWEwNDJlNzliNThlOQ==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/c2/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA1LzE0LzM2YjgyNDRmYTJlNTQ2OGRjMzU1YTA0MmU3OWI1OGU5.png'}",,,"[{'id': 1254, 'name': 'health'}]",[],[],[],[],[],,,"[{'id': 1466921, 'address': 'France, Saint-Cloud', 'street': None, 'street_number': None, 'zip': '92210', 'lat': 48.84441, 'lon': 2.22038, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 820, 'name': 'Saint-Cloud', 'lat': 48.847647, 'lon': 2.208115}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': True}]",[],['business'],['manufacturing'],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-28T00:17:57+0000,2020-11-28 00:17:57,[],[],[],[],[],[],,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1461067, 'last_update_date': '2019-05-20T20:25:50+0100', 'last_update_date_utc': '2019-05-20 19:25:50', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [{'id': 867652, 'name': 'CM-CIC Innovation', 'path': 'cm_cic_innovation', 'type': 'fund', 'url': 'https://app.dealroom.co/investors/cm_cic_innovation', 'images': {'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/c6/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxNi8wMy8xNC9iMzhjMzdjMjEzZTM3ZmEwZGVlNTBkZTNhZjU2MDFkZA==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/b5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxNi8wMy8xNC9iMzhjMzdjMjEzZTM3ZmEwZGVlNTBkZTNhZjU2MDFkZA==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/b3/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE2LzAzLzE0L2IzOGMzN2MyMTNlMzdmYTBkZWU1MGRlM2FmNTYwMWRk.png'}, 'exited': False}, {'id': 1781280, 'name': 'Crédit Mutuel Innovation', 'path': 'cr_dit_mutuel_innovation', 'type': 'fund', 'url': 'https://app.dealroom.co/investors/cr_dit_mutuel_innovation', 'images': {'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/84/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wOS8xNS8xMzdhZWU5ODVhMWI1NWU0MGE4NjNhMDg3NGZkMDYwYQ==.jpg', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/48/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wOS8xNS8xMzdhZWU5ODVhMWI1NWU0MGE4NjNhMDg3NGZkMDYwYQ==.jpg', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/e6/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA5LzE1LzEzN2FlZTk4NWExYjU1ZTQwYTg2M2EwODc0ZmQwNjBh.jpg'}, 'exited': False}, {'id': 2002578, 'name': 'Crédit Mutuel Equity (CM-CIC)', 'path': 'cm_cic', 'type': 'fund', 'url': 'https://app.dealroom.co/investors/cm_cic', 'images': {'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/0c/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8xMS8xMS83YWFkNmQ0N2FiYmRiOGQwNjY1NGQ2NjhmNzg1MzJlMw==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/83/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8xMS8xMS83YWFkNmQ0N2FiYmRiOGQwNjY1NGQ2NjhmNzg1MzJlMw==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/5a/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzExLzExLzdhYWQ2ZDQ3YWJiZGI4ZDA2NjU0ZDY2OGY3ODUzMmUz.png'}, 'exited': False}], 'total': 3}","{'items': [], 'total': 0}","{'visitors': '0', 'annual_growth': None, 'sources': [], 'top_countries': []}","[{'date': '2017-11-01', 'value': 0}, {'date': '2017-12-01', 'value': 0}, {'date': '2018-01-01', 'value': 0}, {'date': '2018-02-01', 'value': 0}, {'date': '2018-03-01', 'value': 0}, {'date': '2018-04-01', 'value': 0}, {'date': '2018-05-01', 'value': 56}, {'date': '2018-06-01', 'value': 0}, {'date': '2018-07-01', 'value': 0}, {'date': '2018-08-01', 'value': 0}, {'date': '2018-09-01', 'value': 0}, {'date': '2018-10-01', 'value': 0}, {'date': '2018-12-01', 'value': 0}, {'date': '2019-01-01', 'value': 0}, {'date': '2019-02-01', 'value': 0}, {'date': '2019-03-01', 'value': 69}, {'date': '2019-04-01', 'value': 0}, {'date': '2019-05-01', 'value': 0}, {'date': '2019-06-01', 'value': 0}, {'date': '2019-07-01', 'value': 0}, {'date': '2019-08-01', 'value': 0}, {'date': '2019-09-01', 'value': 0}, {'date': '2019-10-01', 'value': 0}, {'date': '2019-11-01', 'value': 0}, {'date': '2019-12-01', 'value': 0}, {'date': '2020-02-01', 'value': 456}, {'date': '2020-03-01', 'value': 73}, {'date': '2020-04-01', 'value': 236}, {'date': '2020-05-01', 'value': 353}, {'date': '2020-06-01', 'value': 0}, {'date': '2020-07-01', 'value': 0}, {'date': '2020-08-01', 'value': 0}, {'date': '2020-09-01', 'value': 0}]",0,deeptech,1.0,,
520,1924305,Uniris,uniris,Uniris - Be the only key to the next evolution of Internet,,https://app.dealroom.co/companies/uniris,http://uniris.io,https://twitter.com/unirislife,,https://www.linkedin.com/company/uniris/,,,,,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/db/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wOS8wMi83YmQwMWEwOGRlZjAwOTZhMzRmNTQwOGE4NzgwYzc1MQ==.jpg', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/ad/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wOS8wMi83YmQwMWEwOGRlZjAwOTZhMzRmNTQwOGE4NzgwYzc1MQ==.jpg', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/ac/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA5LzAyLzdiZDAxYTA4ZGVmMDA5NmEzNGY1NDA4YTg3ODBjNzUx.jpg'}",,,[],[],[],[],[],[],,2K,[],[],[],[],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-11T14:16:04+0000,2020-11-11 14:16:04,[],[],[],[],[],[],,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1890231, 'last_update_date': '2020-09-02T21:06:37+0100', 'last_update_date_utc': '2020-09-02 20:06:37', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': '2051', 'annual_growth': -79.818951097117, 'sources': [], 'top_countries': []}","[{'date': '2020-08-01', 'value': 10163}, {'date': '2020-09-01', 'value': 8187}, {'date': '2020-10-01', 'value': 2051}]",0,deeptech,1.0,,
631,1660543,NANOZ,nanoz,Nanozentrum Kassel in Kaufungen – Fahrzeugaufbereitung,,https://app.dealroom.co/companies/nanoz,http://nanozentrum-kassel.de,,,https://www.linkedin.com/company/nanozentrum-kassel,,,,,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/d0/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wNS8yMy9hMjY0Zjg1NzViZDUzZTc2M2VlYWZkMjU1Yzc0ZGYwNg==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/9a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wNS8yMy9hMjY0Zjg1NzViZDUzZTc2M2VlYWZkMjU1Yzc0ZGYwNg==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/5e/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE5LzA1LzIzL2EyNjRmODU3NWJkNTNlNzYzZWVhZmQyNTVjNzRkZjA2.png'}",,,[],[],[],[],[],[],,,"[{'id': 1628809, 'address': 'Germany', 'street': None, 'street_number': None, 'zip': None, 'lat': 52.520007, 'lon': 13.404954, 'country': {'id': 13, 'name': 'Germany', 'lat': 52.520007, 'lon': 13.404954}, 'city': None, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",[],[],[],['vivatech2019'],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-27T20:52:04+0000,2020-11-27 20:52:04,[],[],[],[],[],[],,,,,,,-100.0,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1725789, 'last_update_date': '2019-05-24T02:24:13+0100', 'last_update_date_utc': '2019-05-24 01:24:13', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': '0', 'annual_growth': None, 'sources': [], 'top_countries': []}","[{'date': '2018-12-01', 'value': 104}, {'date': '2019-01-01', 'value': 0}, {'date': '2019-02-01', 'value': 611}, {'date': '2019-03-01', 'value': 662}, {'date': '2019-04-01', 'value': 1175}, {'date': '2019-05-01', 'value': 207}, {'date': '2019-06-01', 'value': 447}, {'date': '2019-07-01', 'value': 1181}, {'date': '2019-08-01', 'value': 403}, {'date': '2019-09-01', 'value': 0}, {'date': '2019-10-01', 'value': 154}, {'date': '2019-11-01', 'value': 341}, {'date': '2019-12-01', 'value': 565}, {'date': '2020-01-01', 'value': 387}, {'date': '2020-02-01', 'value': 114}, {'date': '2020-03-01', 'value': 0}, {'date': '2020-05-01', 'value': 260}, {'date': '2020-06-01', 'value': 154}, {'date': '2020-07-01', 'value': 118}, {'date': '2020-08-01', 'value': 0}, {'date': '2020-09-01', 'value': 157}, {'date': '2020-10-01', 'value': 0}]",0,deeptech,1.0,,
650,1482033,Akwatyx,akwatyx,"Innovative company dedicated to aqua-fun water activities connected: spas, swimming pools, beaches, sea and oceans",Water,https://app.dealroom.co/companies/akwatyx,http://akwatyx.com,,,,,https://www.crunchbase.com/organization/akwatyx,,,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/63/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wMi8xOS9kYjE3YmViZjBhZTJlOTliMzEyYTVmNzFhYzQ1ZDZmZA==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/2f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wMi8xOS9kYjE3YmViZjBhZTJlOTliMzEyYTVmNzFhYzQ1ZDZmZA==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/15/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE5LzAyLzE5L2RiMTdiZWJmMGFlMmU5OWIzMTJhNWY3MWFjNDVkNmZk.png'}",,,[],[],[],[],[],[],,,"[{'id': 1466410, 'address': 'France, Maule', 'street': None, 'street_number': None, 'zip': '78580', 'lat': 48.90912, 'lon': 1.85177, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 20194, 'name': 'Maule', 'lat': None, 'lon': None}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': True}]",[],[],[],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-27T18:48:52+0000,2020-11-27 18:48:52,[],[],[],[],[],[],,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1459841, 'last_update_date': '2019-05-20T20:24:53+0100', 'last_update_date_utc': '2019-05-20 19:24:53', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [{'id': 1239811, 'name': 'IMT Starter', 'path': 'imt_starter', 'type': 'fund', 'url': 'https://app.dealroom.co/investors/imt_starter', 'images': {'32x32': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-32.png', '74x74': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-74.png', '100x100': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-100.png'}, 'exited': False}], 'total': 1}","{'items': [], 'total': 0}","{'visitors': '0', 'annual_growth': None, 'sources': [], 'top_countries': []}","[{'date': '2017-11-01', 'value': 68}, {'date': '2017-12-01', 'value': 170}, {'date': '2018-01-01', 'value': 0}, {'date': '2018-02-01', 'value': 0}, {'date': '2018-03-01', 'value': 0}, {'date': '2018-04-01', 'value': 34}, {'date': '2018-05-01', 'value': 0}, {'date': '2018-06-01', 'value': 0}, {'date': '2018-07-01', 'value': 0}, {'date': '2018-08-01', 'value': 0}, {'date': '2018-09-01', 'value': 0}, {'date': '2018-10-01', 'value': 0}, {'date': '2018-12-01', 'value': 0}, {'date': '2019-01-01', 'value': 0}, {'date': '2019-02-01', 'value': 0}, {'date': '2019-03-01', 'value': 0}, {'date': '2019-04-01', 'value': 0}, {'date': '2019-05-01', 'value': 278}, {'date': '2019-06-01', 'value': 129}, {'date': '2019-07-01', 'value': 129}, {'date': '2019-08-01', 'value': 0}, {'date': '2019-09-01', 'value': 93}, {'date': '2019-10-01', 'value': 0}, {'date': '2019-11-01', 'value': 91}, {'date': '2019-12-01', 'value': 0}, {'date': '2020-02-01', 'value': 0}, {'date': '2020-03-01', 'value': 0}, {'date': '2020-04-01', 'value': 0}, {'date': '2020-05-01', 'value': 0}]",0,non_deeptech,0.0,,
665,1834666,Black-line,black_line,,,https://app.dealroom.co/companies/black_line,https://www.blacklinefrance.com/,,,,,,,,,"{'32x32': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-32.png', '74x74': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-74.png', '100x100': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-100.png'}",,,"[{'id': 1275, 'name': 'sports'}]",[],[],[],[],[],,,"[{'id': 1934861, 'address': 'France', 'street': None, 'street_number': None, 'zip': None, 'lat': 46.227638, 'lon': 2.213749, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': None, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",[],[],[],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-09-01T14:52:38+0100,2020-09-01 13:52:38,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1826170, 'last_update_date': '2020-05-18T11:08:56+0100', 'last_update_date_utc': '2020-05-18 10:08:56', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': None, 'annual_growth': None, 'sources': [], 'top_countries': []}",[],0,non_deeptech,0.0,,
684,1835167,Eyye,eyye,,,https://app.dealroom.co/companies/eyye,https://www.eyye.fr,,,,,,,https://play.google.com/store/apps/details?id=appli.eyye.fr,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/39/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNi8wOC9kNGI2NGNmNTNmM2RjNWQ5ZDRkYjM3N2VjNDJkMzMwYg==.png', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/44/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMC8wNi8wOC9kNGI2NGNmNTNmM2RjNWQ5ZDRkYjM3N2VjNDJkMzMwYg==.png', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/60/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzA2LzA4L2Q0YjY0Y2Y1M2YzZGM1ZDlkNGRiMzc3ZWM0MmQzMzBi.png'}",,,[],[],[],[],[],[],,,"[{'id': 1935152, 'address': '2 Rue Jean Perrin, 14460 Colombelles, France', 'street': 'Rue Jean Perrin', 'street_number': '2', 'zip': '14460', 'lat': 49.1888052, 'lon': -0.3050786, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 14965, 'name': 'Colombelles', 'lat': None, 'lon': None}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",[],[],[],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-27T22:41:59+0000,2020-11-27 22:41:59,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1828235, 'last_update_date': '2020-05-18T13:01:02+0100', 'last_update_date_utc': '2020-05-18 12:01:02', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': None, 'annual_growth': None, 'sources': [], 'top_countries': []}",[],0,non_deeptech,0.0,,
745,1660559,O'Sol,o_sol,O'sol – Your Power. Everywhere.,,https://app.dealroom.co/companies/o_sol,http://osol.fr,https://twitter.com/startuposol,,,,,,,,"{'32x32': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/dd/MzI6MzI6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wNS8yMy80MjMwZGUzOTNmZTVjZWU5NzhmZTZmZDIwMTkyM2M0Nw==.jpg', '74x74': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/04/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wNS8yMy80MjMwZGUzOTNmZTVjZWU5NzhmZTZmZDIwMTkyM2M0Nw==.jpg', '100x100': 'https://s3-eu-west-1.amazonaws.com/dealroom-images/8c/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE5LzA1LzIzLzQyMzBkZTM5M2ZlNWNlZTk3OGZlNmZkMjAxOTIzYzQ3.jpg'}",,,[],[],[],[],[],[],,0.2K,"[{'id': 1723019, 'address': 'Cannes, France', 'street': None, 'street_number': None, 'zip': None, 'lat': None, 'lon': None, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 800, 'name': 'Cannes', 'lat': 43.552847, 'lon': 7.017369}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",[],['consumer'],[],['vivatech2019'],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-27T12:48:19+0000,2020-11-27 12:48:19,[],[],[],[],[],[],,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1725804, 'last_update_date': '2019-05-24T02:24:13+0100', 'last_update_date_utc': '2019-05-24 01:24:13', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': '126', 'annual_growth': -85.6492027334852, 'sources': [], 'top_countries': []}","[{'date': '2018-12-01', 'value': 878}, {'date': '2019-01-01', 'value': 870}, {'date': '2019-02-01', 'value': 197}, {'date': '2019-03-01', 'value': 967}, {'date': '2019-04-01', 'value': 0}, {'date': '2019-05-01', 'value': 324}, {'date': '2019-06-01', 'value': 412}, {'date': '2019-07-01', 'value': 113}, {'date': '2019-08-01', 'value': 248}, {'date': '2019-09-01', 'value': 1584}, {'date': '2019-10-01', 'value': 249}, {'date': '2019-11-01', 'value': 0}, {'date': '2019-12-01', 'value': 295}, {'date': '2020-01-01', 'value': 484}, {'date': '2020-02-01', 'value': 1051}, {'date': '2020-03-01', 'value': 501}, {'date': '2020-05-01', 'value': 764}, {'date': '2020-06-01', 'value': 402}, {'date': '2020-07-01', 'value': 225}, {'date': '2020-08-01', 'value': 0}, {'date': '2020-09-01', 'value': 330}, {'date': '2020-10-01', 'value': 126}]",0,non_deeptech,0.0,,
784,1711892,Treenox,treenox,Independent digital marketplace for the purchase / sale of waste,Treenox is an independent digital marketplace for the purchase / sale of waste.@Waste Management,https://app.dealroom.co/companies/treenox,http://treenox.com,,,http://-,,https://www.crunchbase.com/organization/treenox,,,,"{'32x32': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-32.png', '74x74': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-74.png', '100x100': 'https://s3.eu-west-2.amazonaws.com/dealroom-static/null/company-100.png'}",,,[],[],[],[],[],[],,0.4K,"[{'id': 1776166, 'address': ""8 Boulevard de l'Hôpital, 75005 Paris, Frankrijk"", 'street': ""Boulevard de l'Hôpital"", 'street_number': None, 'zip': None, 'lat': 48.842576, 'lon': 2.363422, 'country': {'id': 43, 'name': 'France', 'lat': 46.227638, 'lon': 2.213749}, 'city': {'id': 44, 'name': 'Paris', 'lat': 48.856614, 'lon': 2.3522219}, 'continent': {'id': 3, 'name': 'Europe'}, 'is_headquarters': True, 'is_founding_location': False}]",[],['business'],['marketplace & ecommerce'],[],[],[],[],,,,False,False,0.0,0,,0,operational,2020-11-27T14:03:17+0000,2020-11-27 14:03:17,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 1758559, 'last_update_date': '2019-08-14T02:15:04+0100', 'last_update_date_utc': '2019-08-14 01:15:04', 'currency': None, 'values': [], 'valuations': [], 'values_sources': []}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'items': [], 'total': 0}","{'visitors': '326', 'annual_growth': None, 'sources': [], 'top_countries': []}","[{'date': '2018-12-01', 'value': 0}, {'date': '2019-01-01', 'value': 154}, {'date': '2019-02-01', 'value': 211}, {'date': '2019-03-01', 'value': 312}, {'date': '2019-04-01', 'value': 93}, {'date': '2019-05-01', 'value': 609}, {'date': '2019-06-01', 'value': 171}, {'date': '2019-07-01', 'value': 0}, {'date': '2019-08-01', 'value': 0}, {'date': '2019-09-01', 'value': 0}, {'date': '2019-10-01', 'value': 125}, {'date': '2019-11-01', 'value': 0}, {'date': '2019-12-01', 'value': 156}, {'date': '2020-01-01', 'value': 0}, {'date': '2020-03-01', 'value': 150}, {'date': '2020-04-01', 'value': 0}, {'date': '2020-05-01', 'value': 0}, {'date': '2020-10-01', 'value': 326}]",0,non_deeptech,0.0,,
